Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCX54,OUT013,1864.2540290972574
DRE01,OUT013,3463.928494024851
NCB07,OUT045,2891.6307894444144
FDU50,OUT035,1681.8257012699942
FDG40,OUT035,547.4970534707318
FDW10,OUT018,2504.019511338429
FDX51,OUT013,3384.2231525826064
NCP17,OUT045,1049.026510574462
FDP21,OUT035,3046.948172384531
FDL04,OUT045,1326.7765744054377
FDV23,OUT013,1886.4187259318132
FDF24,OUT046,1433.0604201252318
FDH56,OUT027,1951.0190782823738
FDB51,OUT049,1089.2590254494135
FDI58,OUT027,1627.2758360374974
FDR20,OUT013,997.4158765558932
FDC51,OUT018,2018.8155368170083
FDB16,OUT027,1604.693547274659
FDE40,OUT049,746.9502758063718
NCM17,OUT035,587.7725313359297
FDU56,OUT035,3070.7953215274247
FDS32,OUT019,2427.390411024433
FDX02,OUT049,3494.5678968502107
FDT39,OUT027,2801.840488328973
FDE35,OUT017,881.3889092658173
NCI42,OUT019,3661.5664438320964
DRL23,OUT046,1846.5068205741263
FDA10,OUT046,1517.7549387072759
FDA11,OUT013,1759.8105017556954
NCM06,OUT046,2400.2163334411853
NCT05,OUT035,4138.548673065907
NCQ02,OUT010,3135.548572933829
NCY06,OUT049,2001.8644239689274
FDY56,OUT035,3405.8650068464194
FDL02,OUT035,1319.3012961852583
NCI06,OUT035,2777.7873805691743
FDQ14,OUT045,2311.1094039914715
FDQ12,OUT017,3563.6608167128434
FDP36,OUT046,655.0900499305681
FDK21,OUT027,4333.542675906807
FDO40,OUT045,2363.01817978697
NCK54,OUT019,2296.214276393508
FDY09,OUT018,2761.5982288908526
NCW30,OUT049,4333.790494152101
NCC55,OUT027,1027.4266042984273
FDE58,OUT018,1693.293455289946
FDR39,OUT013,2890.1786328400376
FDU28,OUT049,2725.8272820703824
FDH08,OUT017,3670.6152667379793
FDG35,OUT045,2887.2514836867485
FDG22,OUT049,602.5229386285209
FDC34,OUT035,1846.9635043367016
FDP15,OUT018,3716.81761430583
FDK34,OUT010,3726.416088718357
FDU45,OUT035,1830.3231270616743
FDQ04,OUT027,699.6146199230861
FDX22,OUT018,3337.8347457212403
FDB45,OUT017,1633.2480043061114
NCH43,OUT027,3533.5977965774546
DRE60,OUT046,3097.3078307224314
FDD17,OUT027,4002.6767114381582
NCM54,OUT017,1885.6220539145506
NCH55,OUT013,2245.0587765438904
NCT06,OUT017,2536.9573107038523
FDA48,OUT027,3402.302183634776
FDY58,OUT027,3846.051222688384
FDO25,OUT045,2986.2056205948793
FDN50,OUT045,1565.506083017106
FDH35,OUT035,2471.377024842386
FDK09,OUT045,3348.5874522447702
FDO16,OUT013,1692.3083187253833
FDW11,OUT045,1001.668467119056
FDU47,OUT027,2653.4170349193737
NCQ42,OUT010,1949.9257765122275
FDK55,OUT027,1736.4163193381464
FDN08,OUT049,1711.796918203785
FDT57,OUT045,3839.71655570899
FDJ12,OUT018,3217.1726538855764
DRL59,OUT017,854.5201983430816
NCN53,OUT046,749.8649435003827
FDO51,OUT010,683.716315351412
FDK56,OUT017,2526.0387999480845
FDY12,OUT035,396.26097037401996
FDU15,OUT035,641.7561113217453
FDQ19,OUT046,4055.013864083445
DRF15,OUT045,2451.4677761388557
DRE25,OUT019,1317.6922415610825
FDK57,OUT018,1641.328979145812
FDD33,OUT010,3078.912330707415
FDR34,OUT027,3959.8395954909574
FDU04,OUT045,2123.4962601985826
FDE35,OUT019,1057.0199938127698
NCD31,OUT035,2675.6359269715504
FDJ56,OUT035,953.125328193797
NCU53,OUT046,2714.568612164636
FDD39,OUT035,3216.9028263590553
NCU17,OUT019,1342.594139549874
FDJ20,OUT046,1720.6434917896477
NCW41,OUT018,2482.164540051719
FDL52,OUT035,620.399342865956
FDS39,OUT035,2338.4387100193853
DRJ47,OUT045,2710.769236685039
FDP13,OUT010,-81.84026968496255
DRK39,OUT010,1224.1114459649652
FDF28,OUT010,1948.928253150225
FDB09,OUT045,1906.5410292897614
FDM51,OUT046,1745.1296307159973
DRM49,OUT018,182.2637759770223
DRF23,OUT013,2675.4956417304747
DRH01,OUT035,2425.614571267688
FDH12,OUT027,1750.6707388380637
FDA28,OUT019,2031.108435719987
FDW37,OUT018,940.4092949623191
FDF02,OUT046,1428.0076326834787
DRL37,OUT046,715.4256878998385
NCF43,OUT046,2295.5994192948965
FDH08,OUT010,3744.406163030755
FDR34,OUT019,3917.6334907638957
NCK19,OUT049,2921.1044660218286
NCD55,OUT018,679.251688533488
FDT27,OUT049,3611.4060689032412
FDQ57,OUT045,2427.4799083783437
FDA47,OUT035,2220.769541587466
DRG15,OUT027,1099.3215141770415
FDE05,OUT018,2268.4613390791346
FDN46,OUT046,1243.8170656404945
FDX27,OUT027,1392.8470244096752
FDT51,OUT045,1909.148363178847
FDU33,OUT013,551.0386151608254
FDJ16,OUT027,870.510067106552
FDD20,OUT019,2209.7142788950114
FDT36,OUT049,288.67276457601474
DRF15,OUT027,2690.216924362023
FDN52,OUT010,679.3266786095046
FDC22,OUT027,2832.878457764662
FDX15,OUT045,2000.8213235026706
FDT13,OUT013,3259.4461094004473
FDU04,OUT017,2053.2519836910433
FDU31,OUT019,3641.6115770470933
FDW59,OUT027,1795.4731393891307
NCO29,OUT046,2738.350691904132
FDL15,OUT035,2338.8322939809514
FDI41,OUT049,2224.178060515267
FDQ48,OUT049,1802.1538726622348
DRI39,OUT013,855.5074450419743
FDI08,OUT013,4020.2632407020683
FDC21,OUT049,1781.1162337015448
FDF58,OUT035,1127.007755297116
FDS08,OUT010,2671.102770893245
FDE47,OUT045,1969.7008076252241
NCP18,OUT019,2615.1934488338484
NCR41,OUT013,1915.6276858279307
FDA27,OUT013,4220.536863215468
FDA43,OUT035,2948.6909331712413
FDA49,OUT045,1245.081139051861
NCE55,OUT018,2935.653869476526
DRM49,OUT027,492.1461997948318
FDF22,OUT027,3550.3269034408477
FDQ15,OUT018,658.9154417545251
NCS54,OUT017,2840.5443805922805
NCY05,OUT013,747.8432134329232
FDR45,OUT046,3918.57950710371
FDK57,OUT049,1812.2292739843688
FDF41,OUT010,3169.070975464834
FDV21,OUT046,2265.8780044391315
FDD51,OUT046,468.2915175240123
FDF33,OUT046,1938.5208957052491
FDA38,OUT046,3948.5160431082695
FDR56,OUT045,2813.026474629056
NCN41,OUT017,1796.479886982641
FDC60,OUT027,1317.9533468232003
FDB47,OUT045,3173.7102167489247
DRH01,OUT013,2702.84458098502
FDW08,OUT046,1265.6872913100633
FDF38,OUT027,952.6900006635078
FDY32,OUT017,2143.7336808060318
FDG34,OUT049,1815.6586452806805
FDG47,OUT019,3989.8323170719777
NCF18,OUT035,2729.4442382166635
FDL39,OUT019,2790.274293992643
NCH55,OUT035,1988.318677932035
DRJ35,OUT049,1233.0744698867966
FDS44,OUT035,3225.3171994326112
DRE01,OUT018,3150.6002515780856
FDY39,OUT013,3142.479470196762
FDY32,OUT018,2100.0431230794784
FDR33,OUT027,2076.035585394715
NCP50,OUT049,1414.5614228914383
FDZ47,OUT018,1264.4364362271663
FDU57,OUT049,2265.907984169764
FDY44,OUT013,3350.9219039231502
DRH59,OUT018,1029.6858219679925
FDB03,OUT027,3505.74287746353
FDY46,OUT045,2894.98626555784
FDM39,OUT045,2790.1136972739296
FDY36,OUT035,1328.5928964898048
NCM55,OUT035,2759.3835575661287
FDJ50,OUT010,965.0193393971022
DRL60,OUT013,2691.2517566237366
NCJ54,OUT049,3639.900429354195
FDX59,OUT017,466.5627554673265
FDI07,OUT013,3544.2047995159446
DRF51,OUT010,-374.4613892289126
FDM14,OUT017,1805.8946636295987
FDP21,OUT045,3077.249770561979
FDE40,OUT035,718.1922301679297
FDE05,OUT035,2357.9851433541444
FDM13,OUT027,2250.8979137391325
FDC34,OUT027,2130.3174134512337
NCI55,OUT018,1958.508088940369
NCE43,OUT018,2298.957213467809
FDW58,OUT018,1722.85794097928
FDG60,OUT045,3572.8739620182387
FDV31,OUT017,2443.3207304385433
FDR47,OUT013,3041.8354531387267
FDM60,OUT019,712.8734636575282
NCF06,OUT018,4114.377347036938
NCN26,OUT027,2289.4322223394265
FDQ59,OUT049,1367.7357219946716
FDF09,OUT046,849.7998401147888
NCS06,OUT017,4322.27836368221
FDT44,OUT046,1648.886911548867
FDI19,OUT017,3721.478587907466
FDT22,OUT017,596.9964261127498
NCF54,OUT027,2915.4063320554596
DRG25,OUT045,3057.652807869843
FDB59,OUT017,3139.051484702344
FDQ37,OUT017,2745.751467663493
FDP56,OUT035,764.5967066355261
FDW44,OUT035,2743.2765656220254
FDJ26,OUT010,2984.176368450091
FDU43,OUT018,3537.798984577177
FDW33,OUT045,1435.1321981668953
NCX53,OUT027,2630.247664300263
FDN56,OUT010,1796.468778266335
DRF15,OUT049,2464.5782912230316
FDO33,OUT017,1527.4502603869732
FDZ39,OUT010,1726.4445043851665
NCJ19,OUT017,450.65118637766136
FDU01,OUT035,3041.274529614093
FDT12,OUT035,3512.938310301215
NCM18,OUT018,721.2764598052308
FDP19,OUT017,1387.4514886679754
NCR42,OUT049,631.4421761614612
FDN10,OUT046,1946.5159564585665
FDG44,OUT017,585.6686987925859
FDQ10,OUT046,2824.161706628922
DRH13,OUT049,1832.234985509771
FDT52,OUT013,4062.7255353042783
FDM56,OUT045,1615.9961796407952
NCO43,OUT010,1551.8497990836622
NCV29,OUT035,2974.065901611364
NCF06,OUT013,4443.180566639043
FDO50,OUT035,1252.5110371990559
FDT59,OUT013,3944.5263606914014
FDX40,OUT027,587.521187405102
FDE50,OUT017,2955.381892192232
FDX51,OUT017,3152.9451132336944
NCD30,OUT018,1508.4684665832756
FDK15,OUT013,1568.1886091022752
FDL12,OUT045,612.946594979061
FDK46,OUT017,3994.770263564853
DRH49,OUT010,1314.689213353944
FDQ57,OUT046,2494.765948128057
FDY59,OUT017,1501.247880659801
FDO09,OUT018,3644.025601401765
NCG30,OUT035,1621.9761319573154
FDM09,OUT017,2410.6898936582693
NCN17,OUT027,1790.9356165571771
NCS42,OUT013,1546.834986477439
FDD02,OUT019,1889.1442855285713
FDE34,OUT013,2813.126222314335
FDU38,OUT045,2872.5016956802756
FDB33,OUT046,2661.2936329454387
NCJ29,OUT017,1366.6336759985534
FDZ27,OUT035,901.5718305988776
FDI40,OUT013,1428.9792146146028
FDG22,OUT013,808.2003482179898
FDT51,OUT017,1845.0636064194478
FDF20,OUT018,3081.015186842549
FDV50,OUT035,1543.45429936636
FDT02,OUT049,724.536177484857
DRC49,OUT017,2142.5381718457247
FDF26,OUT049,2464.9042382277185
FDV52,OUT035,2007.0658643756688
FDX59,OUT049,599.1366431122842
FDV25,OUT035,3500.534391038236
FDW23,OUT027,693.8143596041918
FDE53,OUT018,1702.1285800452533
FDA19,OUT017,1969.4825313680885
FDH22,OUT046,1683.5102316601915
NCO41,OUT013,1877.1779389235635
FDX12,OUT017,3777.6028253592776
FDF17,OUT013,3359.1404098024323
FDS11,OUT045,3480.0127910038027
FDR51,OUT035,1778.8597066999537
FDT49,OUT010,825.4594164414702
FDC56,OUT013,1789.6100982435746
FDR13,OUT027,2149.981408955289
FDQ60,OUT035,1622.4928460101219
FDN38,OUT049,3771.3054676420434
NCL29,OUT013,2400.115209280113
FDO13,OUT027,2747.62055655304
FDE26,OUT018,1993.1743702993808
FDA31,OUT010,2178.9666503640838
FDX14,OUT035,1034.7019401437246
FDA34,OUT045,2886.3533383815557
FDF26,OUT013,2647.209020335449
FDE38,OUT045,2662.4238742511843
DRI11,OUT046,1939.7910321349627
FDQ60,OUT027,1818.2664779866354
FDL21,OUT027,1043.028841776566
DRC12,OUT027,3289.2669461573205
FDC47,OUT046,3304.5287330400206
FDE57,OUT045,2267.467087813904
FDT14,OUT045,1538.4642680331635
NCZ53,OUT046,3164.7558943866607
FDE28,OUT018,3141.598794629248
FDR19,OUT035,1723.8846698657835
NCF54,OUT019,2798.3756458569114
FDZ08,OUT046,1066.170158985642
NCJ05,OUT018,2296.6014043961404
FDF59,OUT046,1959.460210863188
NCO05,OUT035,1589.0847962013504
FDW24,OUT018,767.9732413021302
NCX42,OUT018,2736.0139859189258
NCA53,OUT035,915.6695113498681
FDI45,OUT019,2927.1067098977364
FDG46,OUT046,1934.567537736486
FDM20,OUT010,3804.795564809101
FDW11,OUT010,875.1648074302502
FDX08,OUT035,2896.208837649403
NCK17,OUT035,672.9374048772152
FDK32,OUT018,2255.418616340543
NCA42,OUT035,2594.3907852513003
DRI01,OUT035,2738.046238644052
NCL55,OUT049,4239.218214154327
DRE25,OUT018,1257.1945634076
FDD14,OUT017,2205.073151929093
FDB10,OUT046,3686.241860596572
DRN11,OUT035,1754.7339995972761
FDP38,OUT018,795.3218212629617
NCA30,OUT017,2480.0317551755725
FDT15,OUT017,2852.283605132965
NCP55,OUT018,960.4975010567905
FDF12,OUT035,2171.7506462250312
FDM21,OUT018,3797.8990168758282
FDX56,OUT035,3054.4257866626576
FDF10,OUT017,1698.9275280450456
FDT32,OUT045,2854.733482611631
FDM51,OUT018,1600.337867289436
NCR50,OUT018,2446.5373521928705
FDI19,OUT049,3804.082184745239
FDX21,OUT017,1489.2609023447694
FDR31,OUT035,2282.8383958428567
FDY02,OUT013,4137.5419754004
NCA29,OUT045,2905.006434202267
NCX17,OUT046,3351.182779203038
FDM12,OUT045,2859.47793740196
FDI53,OUT027,2345.3919161815465
NCU30,OUT049,2875.890982663561
FDC56,OUT027,1803.0470457487863
FDK27,OUT018,2022.8866631157107
NCK18,OUT017,2745.586851890388
FDB52,OUT019,4242.177673581849
DRG25,OUT027,3316.276156987602
FDZ13,OUT049,410.82929332536514
FDB57,OUT019,3803.590708524771
FDR40,OUT046,1569.9555797458415
NCO14,OUT019,923.6847442064427
NCN19,OUT045,3149.6553900563777
FDQ28,OUT019,2403.060151247413
FDO13,OUT018,2456.279225818249
FDK48,OUT013,1669.9156437384554
FDU07,OUT018,2250.7652337116997
FDW20,OUT046,2176.629596856539
FDV12,OUT010,1339.5300593071443
FDH24,OUT013,2761.4509400892202
FDV59,OUT049,3420.859198528997
FDK57,OUT045,1753.7207370794313
FDL16,OUT027,411.41658352050945
NCQ17,OUT046,2207.996040820515
FDJ15,OUT018,2925.1729674917406
FDX24,OUT049,1754.8163763565135
FDT47,OUT046,1843.2276525886846
FDT10,OUT049,914.3290677080877
FDZ37,OUT018,1438.106475994071
FDW43,OUT027,3944.2571752125223
DRN36,OUT017,1408.4880116604
FDJ14,OUT045,1272.6907401443787
FDA32,OUT013,3685.3929077338726
FDJ38,OUT019,3110.073588599331
FDQ57,OUT017,2482.7323989581964
NCQ41,OUT019,3484.313936437542
FDG56,OUT049,877.1245191948001
DRC13,OUT027,2250.712971197281
FDV55,OUT035,2178.9516921054346
FDQ49,OUT045,2642.123606756515
FDE29,OUT010,162.8311488747422
FDR03,OUT013,3630.3954607332307
FDD45,OUT049,1743.9040166335944
FDN38,OUT010,3520.327994913976
FDT56,OUT046,660.796224928421
FDT48,OUT045,3187.6053981435543
FDU03,OUT049,2642.6194364656003
FDC56,OUT010,1246.7136933548281
NCO43,OUT027,1799.2249781093306
FDQ27,OUT017,1588.903986907244
FDR03,OUT046,3456.729875100609
DRH23,OUT010,-175.4594925436868
FDG22,OUT045,606.5765157982605
NCJ42,OUT013,1949.5896549408862
FDR24,OUT046,1399.1156655531304
FDW60,OUT035,2914.178227602588
FDJ08,OUT013,2910.141819354045
DRL59,OUT018,827.2360943760068
FDG60,OUT010,3413.196758516591
FDW27,OUT017,2633.899806365396
FDX14,OUT018,992.7779710253417
FDC20,OUT013,1211.5684068460068
NCS29,OUT018,3954.8823728885327
FDJ56,OUT046,1055.2434103178057
FDB20,OUT019,1252.2916274495365
FDL28,OUT027,3747.3299194053907
FDW01,OUT018,2199.9668870483147
FDL03,OUT046,3222.0756550731203
FDX22,OUT049,3465.9073980146277
FDJ21,OUT035,2261.0362987799344
FDR31,OUT045,2345.70582584793
FDG21,OUT035,1876.45232292137
FDS22,OUT027,1022.2661009389521
FDK08,OUT035,1218.4319188298941
FDE17,OUT018,2210.891714466841
NCN30,OUT017,1557.3105820981364
FDT50,OUT046,1359.0182251469487
NCX42,OUT049,2834.215195594632
FDJ12,OUT035,3291.2041050102416
NCA18,OUT027,2042.170256382553
FDP23,OUT019,3574.1474988079026
FDX12,OUT013,4172.369899075773
FDN40,OUT018,2163.854400553013
FDV48,OUT035,1202.4560574944517
NCY54,OUT013,2338.548836475944
FDL16,OUT010,-278.3037530157744
FDR45,OUT018,3759.674328900255
FDJ52,OUT046,2763.098213544741
DRG01,OUT017,1147.429252932201
FDP52,OUT013,3689.6352042083417
FDU58,OUT017,2976.1677341895556
FDL02,OUT045,1361.3111105771131
FDG28,OUT013,4042.649278846653
FDA19,OUT035,1991.7926265308633
FDW46,OUT027,1181.37777000602
NCD43,OUT049,1829.948435433911
DRG39,OUT013,1042.8305475733832
NCF55,OUT049,760.8272629259809
FDJ07,OUT046,2105.369991972446
FDE08,OUT046,2384.7835508484204
FDP56,OUT019,867.4863673902255
FDT45,OUT045,781.3444902373521
FDF17,OUT018,3026.714535489893
FDX44,OUT046,1490.950086883895
FDM28,OUT027,3066.160221307644
FDI36,OUT049,3078.443955487386
FDS07,OUT045,1576.4437815269375
FDD36,OUT045,1965.9546552452957
FDW11,OUT046,1020.7251508224472
FDN40,OUT049,2328.5772261212696
NCQ18,OUT049,1166.3381557035354
NCQ54,OUT017,2674.225446888795
NCS42,OUT045,1365.1531536189977
DRH39,OUT010,717.770698252989
FDC09,OUT027,1962.275380172745
FDT08,OUT010,2258.843718526372
FDC08,OUT035,3682.3251939972215
FDT20,OUT017,565.6635817402785
FDS35,OUT035,716.4002278197695
FDX58,OUT018,2776.970922344306
FDW58,OUT046,1904.6789134738428
DRD27,OUT046,1812.221374458437
FDH32,OUT019,1382.0101927134492
FDS26,OUT035,3854.5136584152388
FDQ31,OUT046,1448.907668736745
FDP11,OUT018,3229.003394945932
FDD58,OUT017,1470.4146035967206
FDM33,OUT045,3223.207920623925
FDZ16,OUT049,2576.272263227238
NCS29,OUT010,3910.2332094988997
NCM18,OUT019,740.5383111156443
FDP11,OUT049,3365.412631158426
NCC42,OUT017,2149.182331706452
DRM23,OUT046,2356.3066607506335
NCN55,OUT027,3930.8792197180337
FDK46,OUT013,4250.342934645654
FDR01,OUT046,3199.7855513403156
NCA05,OUT045,2414.0438723696534
NCP43,OUT017,2771.943653438251
FDR12,OUT010,2704.7970839742848
FDQ01,OUT013,3669.735625281708
FDM13,OUT046,2096.076609597443
FDQ19,OUT017,3919.025360317868
FDK56,OUT019,2335.379984793857
NCX06,OUT010,2988.6687975551395
FDO56,OUT027,2114.590934577991
FDU45,OUT045,1808.9817024146541
FDI16,OUT019,241.37587379425167
FDL32,OUT046,1489.3433718009983
FDA07,OUT046,2114.578991582908
FDA14,OUT045,2210.5288476122223
FDV46,OUT027,2589.2559591315476
NCO07,OUT035,3501.4202523798776
NCP41,OUT046,1853.52098909501
FDY60,OUT018,2240.68024775519
FDN38,OUT017,3695.774670534236
FDO15,OUT046,1403.7942228677603
FDT60,OUT013,2005.897246057215
FDA55,OUT035,3420.895630290157
FDE02,OUT010,865.5862155570139
DRJ39,OUT049,3512.7775305859323
FDV34,OUT035,1325.060443438906
FDS20,OUT027,3096.7870362249996
FDF02,OUT027,1601.0571242037877
FDW40,OUT017,1911.4994060493482
NCB43,OUT046,2718.925355039977
FDR58,OUT017,1421.4488579225217
DRJ59,OUT035,743.2849644511116
NCD30,OUT017,1541.9600629920933
FDE14,OUT017,1538.685700443919
FDC28,OUT018,1596.0723489829215
FDU16,OUT018,1144.9272256881195
NCD19,OUT035,1036.104431068503
FDU21,OUT046,513.4350217368046
FDV59,OUT027,3638.3877244247924
FDU03,OUT045,3037.61668932865
FDC33,OUT010,3405.5860025438706
NCR42,OUT035,591.2707632040256
DRH59,OUT035,1121.273675071996
NCM31,OUT035,2464.145411436042
FDS50,OUT035,3396.340533507984
FDP39,OUT046,800.5287723182009
FDQ55,OUT013,2192.781206652351
FDV36,OUT019,2198.1204491862118
FDI05,OUT027,1088.3898574845698
FDS45,OUT027,2002.986368288024
FDA39,OUT045,810.6668317884723
FDC37,OUT010,1708.1997434364748
FDJ60,OUT027,2777.946670808251
DRQ35,OUT046,2041.0361566864776
NCJ06,OUT046,1970.244018506506
NCY42,OUT018,2358.180141578774
DRM37,OUT049,3320.640256282928
FDR14,OUT045,253.9059183403915
FDE51,OUT049,558.5883106628899
FDT33,OUT017,2634.5564486201074
FDR08,OUT013,1988.3166296741
FDE36,OUT010,2554.028258370621
FDL22,OUT019,1581.453510613901
FDR44,OUT013,2060.483831108955
FDI56,OUT019,1117.5467490497103
FDE47,OUT010,1962.2220761548306
FDV27,OUT010,1403.322383212795
FDV10,OUT049,646.3620063592753
FDC40,OUT045,1137.3686797927512
NCX41,OUT013,3609.598454913583
NCQ38,OUT027,2040.863693390762
FDV12,OUT027,1756.3853596261324
FDE52,OUT017,1412.7681308843858
FDG20,OUT027,2656.7402480515775
FDV16,OUT027,619.9975772314974
FDI32,OUT017,1121.5733546509946
FDJ32,OUT049,1244.7273411467868
FDN39,OUT018,2446.7042265096497
FDY34,OUT017,2734.386420903804
FDC14,OUT035,646.8721819910788
FDA55,OUT017,3384.4785085486983
FDZ50,OUT010,2523.8069417359
DRG13,OUT049,2654.6711356159467
FDP01,OUT013,2492.330817990969
NCG54,OUT017,2496.109677109471
FDM13,OUT045,2039.4004115508433
NCO18,OUT027,3141.750365539956
NCW41,OUT013,2776.4989169051514
FDM52,OUT027,2656.780471161095
NCF55,OUT035,683.0357371568025
FDT09,OUT046,2279.158910128728
NCM19,OUT035,1715.572967294731
FDW12,OUT018,2451.926511299007
FDP15,OUT019,3798.151412182997
FDK36,OUT045,981.503191621774
FDZ25,OUT035,2740.6329699710077
NCW06,OUT049,3040.902045425235
FDW60,OUT046,3047.6782223134287
DRC49,OUT013,2428.199139710636
NCT17,OUT035,2983.003741750086
NCN06,OUT018,2181.643659782734
FDC45,OUT013,2461.522294751063
DRJ47,OUT019,2786.7369822965848
NCF06,OUT045,4212.1540874192
FDE21,OUT010,1937.440557118909
DRG27,OUT013,613.3739597422282
FDW40,OUT049,1996.6469736077925
NCO53,OUT046,2370.5983618444916
FDE23,OUT049,695.5626836569063
FDQ16,OUT046,1764.1267191172847
FDS26,OUT045,3835.753720982506
FDZ13,OUT010,-104.19700640779047
FDS14,OUT049,2514.7507353107612
FDC10,OUT045,1771.9713842196834
FDY16,OUT049,3126.0468693599214
FDJ20,OUT035,1663.751058947124
FDV43,OUT035,498.10695642004066
FDZ32,OUT027,1944.2466738847324
FDR23,OUT046,2639.4973182480135
FDN24,OUT035,503.13106911181967
FDE34,OUT027,2833.2627578116626
FDU31,OUT013,3740.129575415198
FDW33,OUT018,1375.6726538203984
FDU26,OUT046,1913.1295261647065
FDE20,OUT027,3087.6067893180807
NCW05,OUT035,1140.817177652265
FDB22,OUT018,2529.4680554970364
FDO56,OUT046,1921.2380787369548
FDA19,OUT027,2239.3627550699166
DRI39,OUT045,654.7235258024593
FDH52,OUT018,889.5141497963814
FDZ50,OUT035,2697.1924450155348
NCN42,OUT035,2394.961969694854
FDB53,OUT013,2117.859545215746
DRG11,OUT017,1518.0511807470357
DRK11,OUT027,2738.481462642165
FDQ60,OUT017,1608.1168590076086
FDT36,OUT017,184.66763037105193
DRG25,OUT018,2953.638860176372
DRJ23,OUT046,3049.855408342137
FDG05,OUT035,2283.6095711632843
NCK06,OUT018,2029.0163404611922
FDU52,OUT017,2311.9553640073354
FDW07,OUT018,826.5993297638852
NCM17,OUT045,631.6755045872851
FDA22,OUT045,2507.859441659577
NCA41,OUT018,2993.288494929773
FDF38,OUT035,735.7040615305996
FDH52,OUT046,1086.1827876269672
FDY58,OUT019,3679.601108806324
FDZ16,OUT045,2531.6506887669602
NCM18,OUT017,743.4324762028809
FDA22,OUT018,2381.371415979331
NCJ43,OUT035,2866.6469738717205
FDI34,OUT027,3679.481655030704
FDG56,OUT046,922.2462146750149
FDS34,OUT046,1716.089473698179
DRC01,OUT035,938.829650445623
FDQ04,OUT035,467.2525773002162
FDK04,OUT035,898.9724548110935
FDT51,OUT049,1944.0785535774303
FDV26,OUT017,2835.4133980108163
FDS04,OUT049,1823.8641803716637
FDW43,OUT018,3551.0918862360886
FDQ28,OUT010,2222.695124949889
NCK06,OUT017,2056.3907043643994
FDS23,OUT018,1568.6710381343291
FDZ36,OUT019,2872.2123746235266
FDE56,OUT018,352.2959459463964
FDW10,OUT027,3194.6880518397484
NCN14,OUT045,2672.884586420827
NCQ18,OUT045,1132.7035170627023
FDW08,OUT017,1826.2368194832852
FDU43,OUT035,3593.4540966965324
FDR33,OUT010,1801.0466019775376
FDM24,OUT010,2072.6414635310102
NCZ05,OUT046,1664.0274650919928
NCV41,OUT035,1870.8110655180353
FDV11,OUT018,2496.741246957412
NCY05,OUT035,523.8451502933531
FDV44,OUT018,2921.193139723622
FDW32,OUT049,1125.917181904737
NCU18,OUT027,2443.11132577038
NCC43,OUT035,4159.079382777796
FDW19,OUT013,1993.9281758644138
FDN31,OUT035,2870.104329682177
FDI48,OUT045,769.0410528603861
FDS24,OUT017,1233.1243915796003
FDF46,OUT049,2100.1952114073247
DRG23,OUT017,2158.894713858448
FDG14,OUT018,2279.9018128373464
NCY30,OUT049,2909.311432284343
FDO28,OUT018,2078.729740834504
DRD24,OUT035,2279.812371097829
FDI33,OUT049,1522.0559932635078
FDN32,OUT046,3097.2103642999464
FDR16,OUT045,3117.207961035787
FDF26,OUT046,2517.6608268727978
NCN29,OUT018,825.6819262918652
FDE20,OUT045,2844.8064118869406
FDA46,OUT046,2764.4888675098628
FDU28,OUT045,2701.652746606076
FDQ48,OUT045,1615.601127238453
FDV36,OUT013,2399.5035895606998
FDR14,OUT018,168.76002295827857
FDP23,OUT017,3416.1817292106025
FDP56,OUT013,1046.362687315941
FDK48,OUT010,1216.2526042193676
FDR48,OUT046,2087.8984425949748
NCY29,OUT049,807.2942357478714
FDM22,OUT018,764.8686632756726
DRJ01,OUT013,2491.663322435488
FDZ43,OUT045,3794.704942526416
FDV03,OUT035,2322.130694189993
FDX11,OUT027,2818.0976887480974
NCA41,OUT027,3342.54675867048
FDE38,OUT017,2600.9088574941707
FDI27,OUT018,653.8149202223431
FDN32,OUT013,3198.525938479139
NCN43,OUT017,2027.0011101497148
FDB47,OUT027,3378.8608021985165
FDV03,OUT017,2293.494192701364
NCN30,OUT045,1663.6683370875107
NCV54,OUT010,1922.646107740784
FDV07,OUT013,2026.9118984926972
FDP07,OUT049,2924.612903360783
FDK48,OUT018,1135.8844543422783
FDM15,OUT019,2368.6725340592748
FDY19,OUT027,2113.19745834935
FDK46,OUT046,4136.396160689765
FDY11,OUT045,1160.3789680531117
FDH09,OUT046,857.6741956029327
FDO08,OUT027,2805.477978064562
FDU14,OUT013,4158.975939836204
FDD22,OUT027,1778.4940400012092
FDM27,OUT017,1895.210637537879
FDL02,OUT027,1652.3979076108844
NCA17,OUT035,2458.9352047383472
FDE38,OUT019,2682.004678283007
NCG07,OUT049,2979.186170854784
DRC27,OUT013,4024.523544370466
FDA27,OUT035,4002.856818774573
FDW40,OUT045,1963.0765524541712
DRI11,OUT013,2105.218290302182
FDN50,OUT046,1631.217031797587
FDR12,OUT046,2827.346127440749
FDT34,OUT027,1310.903628656728
FDW11,OUT035,938.7972105424487
NCO30,OUT027,3260.001693094382
FDZ34,OUT017,2882.137823898265
FDU45,OUT017,1744.4924670696491
NCD42,OUT035,701.0692495557123
FDX25,OUT045,2577.7007606181687
NCR29,OUT046,958.756521271629
FDX43,OUT019,3087.115490185108
FDB04,OUT010,1164.2880693148836
FDR49,OUT027,557.8255604455517
